Sr no.,File name,Query,Response,Summary,,,,,,,,
3118,c2313687.wav,Unable to change CP code for NRI client,NSE checks file and advises on special characters,Broker can't change CP code; NSE guides on file format.,,,,,,,,
3119,c2313707.wav,Audit timing coordination,Staff discusses audit timing,Internal staff workflow.,,,,,,,,
3120,c2313708.wav,Invalid quantity error when selling,NSE explains lot size change and complaint process,Customer can't sell due to lot size; NSE explains and guides to SEBI.,,,,,,,,
3121,c2313709.wav,Unable to access NSE website,NSE advises to clear cache and cookies,Customer can't access website; NSE provides troubleshooting steps.,,,,,,,,
3122,c2313715.wav,Claim processed and payment timeline,NSE confirms claim processed,Customer asks about payment; NSE confirms process and timeline.,,,,,,,,
3123,c2313729.wav,Mail sent confirmation,Staff confirms mail sent,Internal staff workflow.,,,,,,,,
3124,c2313736.wav,Request for discussion,Staff arranges callback,Internal staff workflow.,,,,,,,,
3125,c2313758.wav,How to demat physical shares,NSE advises to contact RTA,Customer asks about demat process; NSE guides to RTA. 3126,c2313777.wav,Internal discussion on FairSight and margin cases,Staff coordinates on unresolved cases and investor queries,Internal workflow for case follow-up and escalation.,,,,
3127,c2313781.wav,NRI code batch processing in UCC,NSE clarifies NA/UPI options and requests email for backend check,Broker asks about NRI code; NSE clarifies and requests email.,,,,,,,,
3128,c2313783.wav,Negative balance after account closure,NSE explains to contact broker and clear dues,Customer receives negative balance email; NSE guides to broker.,,,,,,,,
3129,c2313802.wav,Transfer of shares and account closure,NSE explains process for suspended company and RTA contact,Customer asks about share transfer; NSE guides to RTA.,,,,,,,,
3130,c2313805.wav,Debit balance in Kotak account,NSE explains to contact broker for charges,Customer asks about debit balance; NSE directs to broker.,,,,,,,,
3131,c2313811.wav,PDF password for NSE mail,NSE explains to use PAN card number,Customer asks about PDF password; NSE provides instructions.,,,,,,,,
3132,c2313826.wav,AngelOne account buy value in minus,NSE explains to get clarification from broker and file SEBI complaint if needed,Customer asks about negative buy value; NSE guides to broker and SEBI complaint.,,,,,,,,
3133,c2313846.wav,Error mapping client to AP,NSE checks with ITM and offers to transfer to compliance,Member faces AP mapping error; NSE offers transfer to compliance.,,,,,,,,
3134,c2313860.wav,Blank screen when changing CP code,NSE advises to remove special characters and use upload file,Broker faces blank screen; NSE guides on file format.,,,,,,,,
3135,c2313863.wav,IPO allotment not received,NSE explains refund process and advises to check with bank,Customer asks about IPO refund; NSE guides to bank and process.,,,,,,,,
3136,c2313872.wav,Receiving NSE emails after closing account,NSE advises to contact broker to remove from active client file,Customer receives emails post-closure; NSE guides to broker.,,,,,,,,
3137,c2313879.wav,Complaint about Nifty futures trading and market manipulation,NSE listens to detailed complaint,Customer alleges market manipulation; NSE records and acknowledges.,,,,,,,,
3138,c2313884.wav,Internal staff call about CP code modification,Staff coordinates on member query,Internal staff workflow.,,,,,,,,
3139,c2313896.wav,Special character error in CP code update,NSE explains to remove special characters and use upload file,Broker faces error; NSE guides on file format.,,,,,,,,
3140,c2313901.wav,Loss due to stock price drop and SEBI compliance,NSE explains ASM/ESM and advises to contact company,Customer asks about compliance; NSE explains process.,,,,,,,,
3141,c2313927.wav,Request to stop NSE mails and close account,NSE explains to contact broker for account closure,Customer asks to stop mails; NSE guides to broker.,,,,,,,,
3142,c2313944.wav,ESM/ASM compliance and time limits,NSE explains surveillance measures and advises to contact company,Customer asks about compliance; NSE explains process.,,,,,,,,
3143,c2313949.wav,Mail authenticity for Carvey claim,NSE confirms official mail and requests documents,Customer asks about mail authenticity; NSE confirms and requests docs.,,,,,,,,
3144,c2313982.wav,Blank call,No content,Blank call; no actionable content.,,,,,,,,
3145,c2313984.wav,Case follow-up,Staff asks about case status,Internal staff workflow.,,,,,,,,
3146,c2313989.wav,AMC charges and member complaint,Staff discusses internal handling,Internal staff workflow.,,,,,,,,
3147,c2313991.wav,Blank screen when changing CP code,NSE advises to remove special characters and use upload file,Broker faces error; NSE guides on file format.,,,,,,,,
3148,c2313994.wav,Charges deducted from HDFC account,NSE explains to contact broker for details,Customer asks about charges; NSE directs to broker.,,,,,,,,
3149,c2313997.wav,Case follow-up and staff availability,Staff coordinates on case status,Internal staff workflow.,,,,,,,,
3150,c2313999.wav,Test call,No query,Test call; no actionable content. 3151,c2314012.wav,Did not receive confirmation after selling Ether Energy shares,NSE advises to contact broker for confirmation,Customer sold shares but did not get confirmation; NSE explains only broker can provide status.,,,,
3152,c2314019.wav,Fraudulent part-time job offer via Instagram,NSE confirms it's a scam and advises to file cybercrime complaint,Customer lost money to Instagram scam; NSE clarifies NSE does not offer such jobs and guides to cybercrime portal.,,,,,,,,
3153,c2314034.wav,Internal discussion about case communication and inspection,NSE staff clarify communication process for case handling,Internal staff coordinate on forwarding case details and communication method.,,,,,,,,
3154,c2314051.wav,Account ownership and language barrier,NSE staff attempt to clarify account ownership,Call hampered by language barrier; no resolution provided.,,,,,,,,
3155,c2314054.wav,Complaint about options trading manipulation and losses,NSE explains complaint process and advises to use SEBI SCORES,Customer alleges market manipulation; NSE guides to SEBI complaint portal.,,,,,,,,
3156,c2314059.wav,Lost money to fraudulent trading platform via social media,NSE confirms it's a scam and advises to file cybercrime complaint,Customer lost money to fake trading platform; NSE clarifies only registered brokers are valid.,,,,,,,,
3157,c2314071.wav,How to close Demat account,NSE explains to contact broker or depository for closure,Customer wants to close Demat account; NSE guides to broker or CDSL/NSDL.,,,,,,,,
3158,c2314095.wav,Complaint about F&O trading losses and market manipulation,NSE staff listen but call is unclear and unresolved,Customer alleges fraud in F&O trading; call is inconclusive due to poor audio.,,,,,,,,
3159,c2314115.wav,Delay in file generation from UCG portal,NSE explains T+1 delay and advises to email if not received,Customer requests file; NSE clarifies process and escalation steps.,,,,,,,,
3160,c2314134.wav,Pending mutual fund redemption transaction,NSE advises to contact broker (Angel Capital),Customer's mutual fund redemption is pending; NSE directs to broker.,,,,,,,,
3161,c2314136.wav,Opening trading account for investment fund and KRA process,NSE advises to consult respective KRA for details,Broker queries KRA process for fund; NSE clarifies to check with KRA.,,,,,,,,
3162,c2314147.wav,Missed call and callback confusion,NSE staff clarify call origin and thank caller,Caller confused about missed call; NSE confirms and ends call.,,,,,,,,
3163,c2314153.wav,Accidentally closed UCC instead of activating,NSE explains closed UCC cannot be reactivated,must create new,Broker made error in UCC status; NSE advises to create new UCC and email support if issues persist.,,,,,,,
3164,c2314160.wav,Query about error account in multiple segments,NSE explains how to check status in NPT and permitted to trade files,Broker asks about error account; NSE clarifies file status process.,,,,,,,,
3165,c2314173.wav,Shares not reflected in Demat account,NSE advises to contact broker and check with depository,Customer's shares missing; NSE guides to broker and explains notification process.,,,,,,,,
3166,c2314185.wav,Unable to activate HUF code due to date of incorporation error,NSE explains to match PAN and ITR details as per circular,Broker faces UCC activation issue; NSE guides to check PAN/ITR and circular.,,,,,,,,
3167,c2314193.wav,Discrepancy in Sun Pharma share holdings and complaint process,NSE explains complaint process and SEBI SCORES,Customer's holdings not matching; NSE guides to file complaint with broker and SEBI.,,,,,,,,
3168,c2314205.wav,Request to book a cabin at NSE office,NSE staff explain cabins are for senior management only,Caller requests cabin; NSE advises to use meeting room instead.,,,,,,,,
3169,c2314211.wav,Amount deducted from account,unclear DMAT/SIP status,NSE advises to check with depository and broker,Customer confused about deduction; NSE clarifies process and limited access.,,,,,,,
